makespan,max_load
7.300000000000000000e+01,4.400000000000000000e+01
8.000000000000000000e+01,4.300000000000000000e+01
7.100000000000000000e+01,4.800000000000000000e+01
7.300000000000000000e+01,4.400000000000000000e+01
6.300000000000000000e+01,5.000000000000000000e+01
6.400000000000000000e+01,4.900000000000000000e+01
