makespan,max_load
1.081000000000000000e+03,2.298089653867978199e-01
1.068000000000000000e+03,2.373775433308213945e-01
1.077000000000000000e+03,2.329986739912862370e-01
1.055000000000000000e+03,2.713908782510365270e-01
1.101000000000000000e+03,2.287704763697985255e-01
1.228000000000000000e+03,2.242619227857683695e-01
1.121000000000000000e+03,2.285123189768666629e-01
