makespan,max_load
7.030000000000000000e+02,4.220000000000000000e+02
6.470000000000000000e+02,4.470000000000000000e+02
6.720000000000000000e+02,4.340000000000000000e+02
7.000000000000000000e+02,4.230000000000000000e+02
7.050000000000000000e+02,4.180000000000000000e+02
