makespan,max_load
7.810000000000000000e+02,4.840000000000000000e+02
7.670000000000000000e+02,4.890000000000000000e+02
8.250000000000000000e+02,4.680000000000000000e+02
8.600000000000000000e+02,4.630000000000000000e+02
7.180000000000000000e+02,4.970000000000000000e+02
