makespan,max_load
7.630000000000000000e+02,4.290000000000000000e+02
7.250000000000000000e+02,4.330000000000000000e+02
7.570000000000000000e+02,4.320000000000000000e+02
7.590000000000000000e+02,4.310000000000000000e+02
6.840000000000000000e+02,4.380000000000000000e+02
7.080000000000000000e+02,4.370000000000000000e+02
6.380000000000000000e+02,4.420000000000000000e+02
6.590000000000000000e+02,4.390000000000000000e+02
