makespan,max_load
7.000000000000000000e+02,4.110000000000000000e+02
6.840000000000000000e+02,4.190000000000000000e+02
6.290000000000000000e+02,4.430000000000000000e+02
6.340000000000000000e+02,4.220000000000000000e+02
6.710000000000000000e+02,4.210000000000000000e+02
6.990000000000000000e+02,4.150000000000000000e+02
