makespan,max_load
6.090000000000000000e+02,3.700000000000000000e+02
7.060000000000000000e+02,3.680000000000000000e+02
5.550000000000000000e+02,3.770000000000000000e+02
5.430000000000000000e+02,3.820000000000000000e+02
5.530000000000000000e+02,3.790000000000000000e+02
5.590000000000000000e+02,3.760000000000000000e+02
5.420000000000000000e+02,3.980000000000000000e+02
5.600000000000000000e+02,3.720000000000000000e+02
